,title,subtitle,property_type_left,property_size,bedrooms,bathrooms,price,location,reference,trakheesi_permit,listed,completion,show_property_floor_plan,trade_name,issue_date,property_number,property_name,property_type_right,sub_location_1,sub_location_2,sub_location_3,sorensen_score,jaccard_score
2790,Penthouse for Sale in Le Reve - Dubai Marina,A most beautifully appointed full floor Penthouse,Penthouse,14349 sqft / 1333 sqm,4 + Maid,7,,Le Reve 2.6 /55 Reviews Dubai - Dubai Marina,kf-1763694,263951836,more than 6 months ago,Ready,,BROKERS,12042020,1,Le Reve,Building,dubai marina,le reve,,0.67,0.5
2791,Apartment for Sale in West Avenue Tower - Dubai Marina,Large 2 Beds Unit with Fantastic Marina Views,Apartment,1336 sqft / 124 sqm,2,2,1800000.0,West Avenue Tower 3.6 /54 Reviews Dubai - Dubai Marina,AQ-S-19-00930,1821128332,more than 6 months ago,,,AQUA PROPERTIES,15022020,2401,WEST AVENUE,Unit,dubai marina,west avenue tower,,0.57,0.4
2792,Apartment for Sale in Cayan Tower - Dubai Marina,Furnished | Vacant On Transfer | Marina View,Apartment,1040 sqft / 97 sqm,1,,1350000.0,Cayan Tower 3.7 /520 Reviews Dubai - Dubai Marina,HADM-S-19228,962526518,more than 6 months ago,Ready,,EXCLUSIVE LINKS REAL ESTATE BROKERS,28012020,505,CAYAN TOWER,Unit,dubai marina,cayan tower,,0.67,0.5
2793,Apartment for Sale in Trident Grand Residence - Dubai Marina,Bright | Spacious | 3-bedroom + maid + storage,Apartment,2184 sqft / 203 sqm,3 + Maid,4,2700000.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,OBG-S-16610,905834565,more than 6 months ago,Ready,,O B G REAL ESTATE BROKER,27052020,504,TRIDENT GRAND RESIDENCE,Unit,dubai marina,trident grand residence,,0.75,0.6
2794,Apartment for Sale in Al Anbar Tower - Emaar 6 Towers,Beautiful Marina View on Middle Floor | Tenanted,Apartment,1501 sqft / 139 sqm,2,2,2280000.0,Al Anbar Tower 4.8 /52 Reviews Dubai - Dubai Marina - Emaar 6 Towers,ET-S-6438,604614213,more than 6 months ago,Ready,,E AND T REAL ESTATE BROKER LLC,20042020,905,AL ANBER,Unit,dubai marina,emaar 6 towers,al anbar tower,0.2,0.11
2795,Apartment for Sale in Skyview Tower - Dubai Marina,Vacant close to beach 1Bedroom Skyview tower Marina,Apartment,722 sqft / 67 sqm,1,2,800000.0,Skyview Tower 3.0 /59 Reviews Dubai - Dubai Marina,RP-S-3274,2058607211,more than 6 months ago,Ready,,ROYAL PARK REAL ESTATE BROKER,29092019,412,,Land,dubai marina,skyview tower,,0.0,0.0
2796,Apartment for Sale in Murjan Tower - Emaar 6 Towers,3 Bed | High Floor | Excellent Condition,Apartment,2390 sqft / 222 sqm,3 + Maid,3,3200000.0,Murjan Tower 4.4 /52 Reviews Dubai - Dubai Marina - Emaar 6 Towers,seagull-1784772,1761953599,more than 6 months ago,,,SEAGULL PROPERTIES LLC,3032020,2603,AL Murjan,Unit,dubai marina,emaar 6 towers,murjan tower,0.22,0.12
2797,Apartment for Sale in DEC Tower 2 - DEC Towers,Perfect Marina Views 2 Bedroom Apartment,Apartment,1500 sqft / 139 sqm,2,3,1399000.0,DEC Tower 2 Dubai - Dubai Marina - DEC Towers,DP-S-38110,563119818,more than 6 months ago,Ready,,DRIVEN PROPERTIES LLC,9042020,T2906,DEC TOWERS T2 2,Unit,dubai marina,dec towers,dec tower 2,0.6,0.43
2798,Villa for Sale in The Jewel Tower A - The Jewels,Bright - Spacious and Upgraded 4 Bed Villa,Villa,5500 sqft / 511 sqm,4,6,9500000.0,The Jewel Tower A Dubai - Dubai Marina - The Jewels,DP-S-38109,1724595316,more than 6 months ago,Ready,,DRIVEN PROPERTIES LLC,9042020,V02,V02 V02,Villa,dubai marina,the jewels,the jewel tower a,0.0,0.0
2799,Apartment for Sale in The Address Dubai Marina - Dubai Marina,Hotel Pool Marina View- Studio Apartment,Apartment,545 sqft / 51 sqm,studio,1,1050000.0,The Address Dubai Marina 4.5 /517 Reviews Dubai - Dubai Marina,DP-S-38097,711331838,more than 6 months ago,Ready,,DRIVEN PROPERTIES LLC,30012020,1716,Dubai Marina Mall Hotel,Unit,dubai marina,the address dubai marina,,0.5,0.33
2800,Apartment for Sale in Aurora Tower - Marina Promenade,"""Rare"" Stunning Full Marina View Vacant",Apartment,1497 sqft / 139 sqm,2,3,2800000.0,Aurora Tower 3.9 /53 Reviews Dubai - Dubai Marina - Marina Promenade,DP-S-38100,1947477922,more than 6 months ago,Ready,,DRIVEN PROPERTIES LLC,9042020,2004,AURORA W1 W1,Unit,dubai marina,marina promenade,aurora tower,0.29,0.17
2801,Apartment for Sale in Al Sahab 1 - Al Sahab,EXCLUSIVE LISTING | 2BR APT IN AL SAHAB,Apartment,1392 sqft / 129 sqm,2,3,1899000.0,Al Sahab 1 3.7 /55 Reviews Dubai - Dubai Marina - Al Sahab,DP-S-38101,2003626198,more than 6 months ago,Ready,,DRIVEN PROPERTIES LLC,30012020,1001,SAHAB1 1,Unit,dubai marina,al sahab,al sahab 1,0.29,0.17
2802,Apartment for Sale in Marina Arcade Tower - Dubai Marina,Full Sea Palm View 2 bed apartment in Dubai Marina,Apartment,1599 sqft / 149 sqm,2 + Maid,3,2390000.0,Marina Arcade Tower 4.6 /52 Reviews Dubai - Dubai Marina,5541,242937161,more than 6 months ago,Ready,,LXT REAL ESTATE BROKER LLC,12022020,151,,Land,dubai marina,marina arcade tower,,0.0,0.0
2803,Apartment for Sale in Sparkle Tower 2 - Sparkle Towers,Lovely Apt in Dubai Marina | Best Investment,Apartment,474 sqft / 44 sqm,studio,1,937000.0,Sparkle Tower 2 Dubai - Dubai Marina - Sparkle Towers,DP-S-38058,889147589,more than 6 months ago,Ready,,DRIVEN PROPERTIES LLC,12012020,1551,SPARKLE TOWERS SPARKLE TOWERS TEBYAN REAL ESTATE,,dubai marina,sparkle towers,sparkle tower 2,0.36,0.22
2804,Apartment for Sale in Sparkle Tower 1 - Sparkle Towers,Best 1 Bed Apt with Marina View | High ROI,Apartment,865 sqft / 80 sqm,1,2,1330756.0,Sparkle Tower 1 Dubai - Dubai Marina - Sparkle Towers,DP-S-38059,889147589,more than 6 months ago,Ready,,DRIVEN PROPERTIES LLC,12012020,1551,SPARKLE TOWERS SPARKLE TOWERS TEBYAN REAL ESTATE,,dubai marina,sparkle towers,sparkle tower 1,0.36,0.22
2805,Duplex for Sale in Marina Heights - Dubai Marina,Amazing Duplex Apt | Sea view | Upgraded,Duplex,2660 sqft / 247 sqm,3,4,2950000.0,Marina Heights 4.5 /58 Reviews Dubai - Dubai Marina,DP-S-38061,508951601,more than 6 months ago,Ready,,DRIVEN PROPERTIES LLC,1062020,3608,MARINA HEIGHTS 1 1,Unit,dubai marina,marina heights,,0.67,0.5
2806,Apartment for Sale in Fairfield Tower - Park Island,Marina View|Low Floor|Unfurnished|Great ROI|Rented,Apartment,1346 sqft / 125 sqm,2,2,1845000.0,Fairfield Tower 4.2 /54 Reviews Dubai - Dubai Marina - Park Island,AP301448,1119767708,more than 6 months ago,Ready,,BETTER HOMES LLC,21052020,801,Park Island Fairfield,Unit,dubai marina,park island,fairfield tower,0.67,0.5
2807,Apartment for Sale in Murjan Tower - Emaar 6 Towers,First Six Tower! RARE ON THE MARKET - TO BE SEEN,Apartment,1525 sqft / 142 sqm,1,2,2250000.0,Murjan Tower 4.4 /52 Reviews Dubai - Dubai Marina - Emaar 6 Towers,AE-S-3570,1929786070,more than 6 months ago,Ready,,() (LLC),21112019,1212,MARINA CROWN TOWER,Unit,dubai marina,emaar 6 towers,murjan tower,0.4,0.25
2808,Apartment for Sale in Al Majara 2 - Al Majara,FULL MARINA VIEW 2BR IN MAJARA 2,Apartment,1407 sqft / 131 sqm,2,3,1999999.0,Al Majara 2 4.1 /55 Reviews Dubai - Dubai Marina - Al Majara,grandeur-1651353,154144922,more than 6 months ago,,,BROKERS,8072020,1304,Al Majara 2 2,Unit,dubai marina,al majara,al majara 2,0.75,0.6
2809,Penthouse for Sale in Marina Quay North - Marina Quays,Furnished 3 BR Penthouse | Top Floor | Marina View,Penthouse,2649 sqft / 246 sqm,3 + Maid,4,6500000.0,Marina Quay North 3.8 /56 Reviews Dubai - Dubai Marina - Marina Quays,SAC-S-0012,826248179,more than 6 months ago,Ready,,CANDOUR REAL ESTATE BROKER,2022020,912,Marina Quay North,Unit,dubai marina,marina quays,marina quay north,0.75,0.6
2810,Apartment for Sale in Orra Harbour Residences and Hotel Apartments - Dubai Marina,Brand New Flat | Marina View | 1 Bedroom,Apartment,900 sqft / 84 sqm,1,2,1250000.0,Orra Harbour Residences and Hotel Apartments Dubai - Dubai Marina,castles-1768254,515215174,more than 6 months ago,Ready,,CASTLES PLAZA REAL ESTATE,7112019,906,ORRA HARBOUR TOWER 2 2,Unit,dubai marina,orra harbour residences and hotel apartments,,0.33,0.2
2811,Apartment for Sale in Damac Heights - Dubai Marina,Fendi | Full Sea Views | 1.5 Baths | Rented,Apartment,847 sqft / 79 sqm,1,2,1499950.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,PJM193402,270295194,more than 6 months ago,Ready,,BROKER LLC,12072020,5702,DAMAC HEIGHTS,Unit,dubai marina,damac heights,,0.67,0.5
2812,Townhouse for Sale in Trident Waterfront - Dubai Marina,Amazing Townhouse in Marina. 3 BR + Hugh Garden for sale,Townhouse,2800 sqft / 260 sqm,3 + Maid,3,2300000.0,Trident Waterfront Dubai - Dubai Marina,MRC-S-1009,1555914831,more than 6 months ago,Ready,,OWNED BY LAILA AHMED PERSON COMPANY LLC,10112019,414,K04 K04,Unit,dubai marina,trident waterfront,,0.0,0.0
2813,Apartment for Sale in Princess Tower - Dubai Marina,Full Sea View | Large 4 + Maids | Vacant,Apartment,3179 sqft / 295 sqm,4,4,3100000.0,Princess Tower 3.8 /518 Reviews Dubai - Dubai Marina,SUP172626,40567711,more than 6 months ago,Ready,,BROKER LLC,7052020,9001,PRINCESS TOWER,Unit,dubai marina,princess tower,,0.67,0.5
2814,Apartment for Sale in West Avenue Tower - Dubai Marina,Luxury Unique | Dubai Marina | West Avenue,Apartment,722 sqft / 67 sqm,1,2,1100000.0,West Avenue Tower 3.6 /54 Reviews Dubai - Dubai Marina,nerb-1743620,446000988,more than 6 months ago,,,OWNED FATHI AKRAM ONE PERSON COMPANY LLC,5012020,1806,WEST AVENUE,Unit,dubai marina,west avenue tower,,0.57,0.4
2815,Apartment for Sale in Cayan Tower - Dubai Marina,Stunning 3 Bedrooms in Cayan Tower with Panoramic Sea Views,Apartment,1813 sqft / 168 sqm,3,4,3300000.0,Cayan Tower 3.7 /520 Reviews Dubai - Dubai Marina,PLA-S-3274,504141543,more than 6 months ago,Ready,,PALMA REAL ESTATE LLC,24112019,5005,CAYAN TOWER,Unit,dubai marina,cayan tower,,0.67,0.5
2816,Apartment for Sale in Orra Marina - Dubai Marina,Full Marina Views | 2 Bed | Higher Floor,Apartment,1350 sqft / 125 sqm,2,2,1849999.0,Orra Marina 3.4 /58 Reviews Dubai - Dubai Marina,DUB195922,2146202795,more than 6 months ago,Ready,,BROKER LLC,12072020,1307,Orra Marina,Unit,dubai marina,orra marina,,0.8,0.67
2817,Apartment for Sale in Studio One - Dubai Marina,Full Marina View High Floor |Type A |Corner Unit,Apartment,730 sqft / 68 sqm,1,2,1050000.0,Studio One Dubai - Dubai Marina,UP-S-9444,1793837087,more than 6 months ago,Off-plan,,UNIQUE PROPERTIES BROKER,23092019,1704,Studio One Studio One,Unit,dubai marina,studio one,,0.67,0.5
2818,Apartment for Sale in Fairfield Tower - Park Island,Full Marina View | Type 02 |Vacant on NOV,Apartment,1480 sqft / 137 sqm,2,3,2000000.0,Fairfield Tower 4.2 /54 Reviews Dubai - Dubai Marina - Park Island,seagull-1753277,1688661207,more than 6 months ago,,,SEAGULL PROPERTIES LLC,3032020,402,Park Island Fairfield,Unit,dubai marina,park island,fairfield tower,0.67,0.5
2819,Apartment for Sale in Zumurud Tower - Dubai Marina,Exclusive | Full Marina Views 3 BR | VOT,Apartment,2169 sqft / 202 sqm,3 + Maid,4,2300000.0,Zumurud Tower 3.9 /510 Reviews Dubai - Dubai Marina,PRD-S-6530,1087918155,more than 6 months ago,Ready,,PROVIDENT REAL ESTATE BROKER LLC,27102019,2801,ZUMURUD,Unit,dubai marina,zumurud tower,,0.4,0.25
2820,Apartment for Sale in Marina Diamond 6 - Marina Diamonds,Exclusive | Furnished - Marina & Sheikh Zayed View,Apartment,708 sqft / 66 sqm,1,2,625000.0,Marina Diamond 6 3.9 /56 Reviews Dubai - Dubai Marina - Marina Diamonds,castles-1751741,953421762,more than 6 months ago,,,CASTLES PLAZA REAL ESTATE,7112019,1005,MARINA DIAMOND 6 A A 6,Unit,dubai marina,marina diamonds,marina diamond 6,0.67,0.5
2821,Apartment for Sale in Damac Heights - Dubai Marina,Stunning Apartment with Interiors by Fendi,Apartment,2120 sqft / 197 sqm,4 + Maid,4,3327000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,6343,2025785274,more than 6 months ago,Off-plan,,LXT REAL ESTATE BROKER LLC,12022020,45,,Land,dubai marina,damac heights,,0.0,0.0
2822,Apartment for Sale in Damac Heights - Dubai Marina,Stunning Fendi Apartment in Dubai Marina,Apartment,1710 sqft / 159 sqm,2 + Maid,2,2660000.0,Damac Heights 3.8 /57 Reviews Dubai - Dubai Marina,6341,990395,more than 6 months ago,Off-plan,,LXT REAL ESTATE BROKER LLC,12022020,45,,Land,dubai marina,damac heights,,0.0,0.0
2823,Apartment for Sale in Trident Bayside - Dubai Marina,Large 2 Bed Apt plus Maids with Marina View,Apartment,1579 sqft / 147 sqm,2,3,2100000.0,Trident Bayside 4.5 /54 Reviews Dubai - Dubai Marina,DP-S-31769,404885027,more than 6 months ago,Ready,,DRIVEN PROPERTIES LLC,9032020,1205,BAYSIDE,Unit,dubai marina,trident bayside,,0.4,0.25
2824,Apartment for Sale in Cayan Tower - Dubai Marina,Huge 4 Bed Apartment with Full Sea View.,Apartment,2609 sqft / 242 sqm,4,5,5500000.0,Cayan Tower 3.7 /520 Reviews Dubai - Dubai Marina,DP-S-36036,1863684496,more than 6 months ago,Ready,,DRIVEN PROPERTIES LLC,30012020,6204,CAYAN TOWER,Unit,dubai marina,cayan tower,,0.67,0.5
2825,Apartment for Sale in Studio One - Dubai Marina,Full Marina View | Mid Floor | Large Terrace,Apartment,724 sqft / 67 sqm,1,2,950000.0,Studio One Dubai - Dubai Marina,EVO-S-14609,29363713,more than 6 months ago,Ready,,EV REAL ESTATE BROKERAGE LLC,28102019,122,,Land,dubai marina,studio one,,0.0,0.0
2826,Apartment for Sale in Princess Tower - Dubai Marina,Partial Marina Views | 9% Potential Yield | Furnished,Apartment,864 sqft / 80 sqm,1,1,940000.0,Princess Tower 3.8 /518 Reviews Dubai - Dubai Marina,ET-S-6381,1295518764,more than 6 months ago,Ready,,E AND T REAL ESTATE BROKER LLC,26012020,2209,PRINCESS TOWER,Unit,dubai marina,princess tower,,0.67,0.5
2827,Apartment for Sale in Marinascape Avant - Marinascape,Genuine Listing -Ready to move in -Must see property,Apartment,1653 sqft / 154 sqm,2 + Maid,3,1550000.0,Marinascape Avant Dubai - Dubai Marina - Marinascape,AP-S-21425,130075237,more than 6 months ago,Ready,,ASTON PEARL REAL ESTATE BROKER,23022020,1,Avant,Building,dubai marina,marinascape,marinascape avant,0.4,0.25
2828,Apartment for Sale in Trident Grand Residence - Dubai Marina,3 Bedrooms | Full Sea View | Upgraded,Apartment,2126 sqft / 198 sqm,3,3,3195000.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,PJM192175,266375268,more than 6 months ago,Ready,,BROKER LLC,4032020,3804,TRIDENT GRAND RESIDENCE,Unit,dubai marina,trident grand residence,,0.75,0.6
2829,Bulk Sale Unit for Sale in Marina Mansions - Dubai Marina,Exclusive! Great Investment Deal! Several Units Available!,Bulk Sale Unit,16695 sqft / 1551 sqm,,,9400000.0,Marina Mansions 4.1 /58 Reviews Dubai - Dubai Marina,reds-1744692,1032904579,more than 6 months ago,Ready,,REDS REAL ESTATE BROKER,13022020,1402,MARINA MANSIONS MARINA MANSIONS,Unit,dubai marina,marina mansions,,0.8,0.67
2830,Apartment for Sale in Al Sahab 1 - Al Sahab,Exclusive | Vacant on Transfer | Finance Free,Apartment,1392 sqft / 129 sqm,2,2,1540000.0,Al Sahab 1 3.7 /55 Reviews Dubai - Dubai Marina - Al Sahab,ET-S-6356,596613285,more than 6 months ago,Ready,,E AND T REAL ESTATE BROKER LLC,20042020,301,SAHAB1 1,Unit,dubai marina,al sahab,al sahab 1,0.29,0.17
2831,Apartment for Sale in Silverene Tower A - Silverene,Modern Finishings-Great Location-Nr Metro & Mall,Apartment,1036 sqft / 96 sqm,2,2,1400000.0,Silverene Tower A 4.4 /54 Reviews Dubai - Dubai Marina - Silverene,BVR-S-SV11,899381186,more than 6 months ago,,,BELLEVIEW REAL ESTATE BROKER,8012020,301,Silverene Towers A,Unit,dubai marina,silverene,silverene tower a,0.5,0.33
2832,Apartment for Sale in Al Mesk Tower - Emaar 6 Towers,Upgraded I Luxury 4BED I High Floor I Emaar 6,Apartment,2900 sqft / 269 sqm,4 + Maid,5,3900000.0,Al Mesk Tower 4.6 /53 Reviews Dubai - Dubai Marina - Emaar 6 Towers,OBG-S-16556,525423105,more than 6 months ago,Ready,,O B G REAL ESTATE BROKER,27052020,1504,DM MESK,Unit,dubai marina,emaar 6 towers,al mesk tower,0.2,0.11
2833,Apartment for Sale in Jumeirah Living Marina Gate - Marina Gate,Full Marina and Sea view 1 BR on high floor,Apartment,960 sqft / 89 sqm,1,2,2300000.0,Jumeirah Living Marina Gate Dubai - Dubai Marina - Marina Gate,OBG-S-16557,362606907,more than 6 months ago,Off-plan,,O B G REAL ESTATE BROKER,23092019,1743,JUMEIRAH LIVING MARINA GATE GATESELECT GLOBAL,,dubai marina,marina gate,jumeirah living marina gate,0.73,0.57
2834,Apartment for Sale in Trident Grand Residence - Dubai Marina,High Floor with Full Sea View | Two Beds + Maids,Apartment,1477 sqft / 137 sqm,2 + Maid,3,2300000.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,ET-S-6359,710872926,more than 6 months ago,Ready,,E AND T REAL ESTATE BROKER LLC,20042020,2005,TRIDENT GRAND RESIDENCE,Unit,dubai marina,trident grand residence,,0.75,0.6
2835,Apartment for Sale in Shemara Tower - Marina Promenade,Exclusive | Fully Upgraded | Vacant on Transfer,Apartment,1410 sqft / 131 sqm,2,,2100000.0,Shemara Tower 3.9 /57 Reviews Dubai - Dubai Marina - Marina Promenade,HADM-S-19208,765418773,more than 6 months ago,Ready,,EXCLUSIVE LINKS REAL ESTATE BROKERS,28012020,2902,SHEMARA W2 2,Unit,dubai marina,marina promenade,shemara tower,0.25,0.14
2836,Penthouse for Sale in Trident Grand Residence - Dubai Marina,Triplex Penthouse | Sea Views | 5 Bedrooms,Penthouse,7600 sqft / 706 sqm,5,7,11000000.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,PJM191072,213731949,more than 6 months ago,Ready,,BROKER LLC,4032020,PH3,TRIDENT GRAND RESIDENCE,Unit,dubai marina,trident grand residence,,0.75,0.6
2837,Apartment for Sale in Marinascape Avant - Marinascape,Furnished 3 Bedroom Apartment for Sale,Apartment,2201 sqft / 204 sqm,3,2,3650000.0,Marinascape Avant Dubai - Dubai Marina - Marinascape,HBS-AVA,1857679090,more than 6 months ago,,,H B S REAL ESTATE,14112019,402,Avant,Unit,dubai marina,marinascape,marinascape avant,0.4,0.25
2838,Apartment for Sale in Al Fairooz Tower - Emaar 6 Towers,Exclusive|Beautiful Marina View|Rented|Mid Floor,Apartment,1554 sqft / 144 sqm,2,2,2500000.0,Al Fairooz Tower Dubai - Dubai Marina - Emaar 6 Towers,ET-S-6330,1188130022,more than 6 months ago,Ready,,E AND T REAL ESTATE BROKER LLC,26012020,1405,Fairooz,Unit,dubai marina,emaar 6 towers,al fairooz tower,0.22,0.12
2839,Apartment for Sale in No.9 - Dubai Marina,Marina View| Mid Floor| Fully Furnished| Brand New,Apartment,909 sqft / 84 sqm,1,2,1190000.0,No.9 Dubai - Dubai Marina,AP362730,1945505313,more than 6 months ago,Ready,,BETTER HOMES LLC,6052020,1507,No.9 No.9,Unit,dubai marina,no.9,,0.5,0.33
2840,Apartment for Sale in Blakely Tower - Park Island,Vacant | Full Marina|Large 2 bed | Blakely,Apartment,1463 sqft / 136 sqm,2,3,1750000.0,Blakely Tower 3.6 /57 Reviews Dubai - Dubai Marina - Park Island,BHM-S-171074,1796145712,more than 6 months ago,Ready,,BETTER HOMES LLC,6052020,2,PARK ISLAND BLAKELY,Building,dubai marina,park island,blakely tower,0.67,0.5
2841,Apartment for Sale in Marina Diamond 6 - Marina Diamonds,Exclusive | High floor | Rented |Spacious,Apartment,1084 sqft / 101 sqm,2,3,900000.0,Marina Diamond 6 3.9 /56 Reviews Dubai - Dubai Marina - Marina Diamonds,ET-S-6322,2037879966,more than 6 months ago,Ready,,E AND T REAL ESTATE BROKER LLC,20042020,506,MARINA DIAMOND 6 A A 6,Unit,dubai marina,marina diamonds,marina diamond 6,0.67,0.5
2842,Apartment for Sale in Trident Grand Residence - Dubai Marina,Stunning 3 BR+Maid+Store in Trident Grand Res,Apartment,2131 sqft / 198 sqm,3,5,2799999.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,grandeur-1730957,716968708,more than 6 months ago,,,BROKERS,8072020,3504,TRIDENT GRAND RESIDENCE,Unit,dubai marina,trident grand residence,,0.75,0.6
2843,Apartment for Sale in Trident Grand Residence - Dubai Marina,Spacious 2BR+Store|Full Sea View in Trident Grand,Apartment,1773 sqft / 165 sqm,2,3,1899999.0,Trident Grand Residence 4.0 /57 Reviews Dubai - Dubai Marina,grandeur-1173803,716968708,more than 6 months ago,,,BROKERS,8072020,3504,TRIDENT GRAND RESIDENCE,Unit,dubai marina,trident grand residence,,0.75,0.6
2844,Apartment for Sale in Blakely Tower - Park Island,Marina View|MidFloor|Unfurnished|Vacant|Great Deal,Apartment,922 sqft / 86 sqm,1,2,1090000.0,Blakely Tower 3.6 /57 Reviews Dubai - Dubai Marina - Park Island,BHM-S-171035,1350190491,more than 6 months ago,Ready,,BETTER HOMES LLC,30032020,1506,PARK ISLAND BLAKELY,Unit,dubai marina,park island,blakely tower,0.67,0.5
2845,Apartment for Sale in Al Majara 5 - Al Majara,Vacant in July |Large Balcony | Marina View,Apartment,2164 sqft / 201 sqm,3,4,2500000.0,Al Majara 5 3.6 /53 Reviews Dubai - Dubai Marina - Al Majara,AP246796,905713329,more than 6 months ago,Ready,,BETTER HOMES LLC,6052020,405,Al Majara 5 5,Unit,dubai marina,al majara,al majara 5,0.75,0.6
2846,Apartment for Sale in Marina View Tower A - Marina View,Studio with Marina View for AED 550K,Apartment,418 sqft / 39 sqm,studio,1,550000.0,Marina View Tower A 4.1 /54 Reviews Dubai - Dubai Marina - Marina View,NN-S-1717,964797963,more than 6 months ago,Ready,,99 REAL ESTATE BROKER (LLC) () 99,6062020,2111,MARINA VIEW TOWER A,Unit,dubai marina,marina view,marina view tower a,0.89,0.8
2847,Apartment for Sale in Marina Crown - Dubai Marina,2 Bedrooms Furnished High Floor Balcony Sea View,Apartment,1456 sqft / 135 sqm,2,2,1200000.0,Marina Crown 2.7 /55 Reviews Dubai - Dubai Marina,A1350519,116039104,more than 6 months ago,,,PRIME LINKS REAL ESTATE BROKERS,27012020,2405,MARINA CROWN TOWER,Unit,dubai marina,marina crown,,0.67,0.5
